#{"t_start": 1676295043.749491, "env_id": null}
r,l,t
-144,51,89.140008
98,7,89.156437
-108,14,89.192162
-143,51,89.322031
-144,51,89.44481
-140,48,89.567054
92,14,89.602266
94,12,89.630914
-104,9,89.654253
98,6,89.668792
65,43,89.784237
91,15,89.822805
-102,8,89.840572
-106,11,89.870919
83,24,89.92829
-128,34,90.017848
93,13,90.052734
-143,51,90.180934
95,12,90.210462
-105,11,90.242265
-143,51,90.368063
88,20,90.417941
-145,51,90.542203
92,15,90.578833
95,9,90.602045
-31,39,90.700408
90,16,90.739869
97,8,90.757871
96,11,90.790161
-108,14,90.827145
-144,51,90.956765
98,6,90.971158
-107,13,91.000319
-100,4,91.011129
89,18,91.05709
-113,19,91.106202
-144,51,91.235188
-104,10,91.263682
-143,51,91.390099
-114,21,91.442593
-103,8,91.464508
-143,51,91.591886
-111,17,91.63392
-106,11,91.663419
99,4,91.670401
90,17,91.715699
98,6,91.730575
84,22,91.787219
93,13,91.821834
-103,7,91.837192
100,5,91.849541
99,6,91.867974
-107,13,91.89875
-102,7,91.918783
-101,5,91.931261
96,10,91.955615
68,38,92.046694
91,16,92.086468
-144,51,92.216845
73,34,92.298077
87,20,92.34761
-107,13,92.381772
-144,51,92.50769
99,6,92.523528
-113,20,92.573199
-102,7,92.592361
85,20,92.640456
-144,51,92.769194
93,13,92.802928
97,8,92.820803
99,4,92.832393
99,5,92.846129
-115,21,92.899016
98,7,92.918342
-144,51,93.042007
90,16,93.07908
-106,12,93.107248
96,9,93.130581
99,6,93.145157
67,40,93.244069
87,19,93.29177
86,21,93.34414
98,8,93.366109
-102,7,93.382
-101,5,93.394584
-104,9,93.417953
-102,8,93.439419
-100,3,93.445048
96,10,93.471057
-101,4,93.482669
-106,10,93.508007
-141,47,93.621636
96,8,93.638693
82,25,93.702483
-108,13,93.737628
99,4,93.748014
-130,37,93.841019
100,3,93.850363
91,15,93.889021
75,31,93.966038
89,16,94.006961
-104,11,94.034627
73,34,94.117624
-136,43,94.22617
95,11,94.252941
67,40,94.35071
-144,51,94.474245
97,7,94.490008
96,9,94.512737
97,7,94.532093
-103,9,94.5519
91,15,94.587588
-132,39,94.68189
-102,6,94.696759
-110,16,94.740728
100,3,94.746403
-105,10,94.773191
-100,3,94.782741
98,7,94.798936
-144,51,94.925163
96,9,94.948094
-144,51,95.077535
95,11,95.108768
97,7,95.125022
72,34,95.209968
95,10,95.234248
-112,18,95.278093
-144,51,95.407776
99,5,95.420511
95,11,95.447069
-144,51,95.574351
-101,5,95.587492
97,8,95.608123
88,19,95.652324
71,36,95.743453
-106,11,95.770473
-108,14,95.806514
-103,8,95.824445
-143,51,95.948628
84,22,96.003494
-100,4,96.014151
-143,51,96.140326
98,6,96.155645
87,19,96.204304
91,14,96.24028
-144,51,96.368731
-104,9,96.391148
-102,6,96.405394
89,17,96.44585
94,12,96.47807
88,19,96.523003
-103,7,96.542819
98,5,96.555116
100,4,96.566191
97,7,96.582439
93,11,96.608903
77,30,96.685999
85,20,96.736529
62,46,96.847233
-109,16,96.889375
97,9,96.908919
-28,36,97.000675
94,11,97.026623
-106,13,97.056993
89,16,97.099492
88,18,97.141604
96,10,97.16787
-117,23,63,44,97.2566,41,97.328857
83,23,97.389683
95,10,97.414864
-145,51,97.539413
-105,10,97.565515
97,9,97.589359
-138,45,97.701482
94,12,97.729816
-143,51,97.856447
-110,16,97.896273
91,13,97.929947
81,26,97.993207
94,12,98.026476
89,17,98.067537
-100,5,98.080603
-137,44,98.190929
99,4,98.201453
-114,21,98.2539
97,6,98.268398
72,35,98.356792
92,14,98.392436
95,10,98.417417
100,4,98.428375
-121,27,98.494702
94,12,98.523242
-101,5,98.536542
-102,7,98.557636
-104,9,98.581188
-143,50,98.706472
89,17,98.74914
71,36,98.840812
-144,51,98.967205
90,16,99.009825
-100,5,99.023472
-144,51,99.148773
99,6,99.163338
72,35,99.252601
-123,29,99.324257
61,47,99.445536
100,4,99.458441
-106,12,99.490341
-103,7,99.510256
-113,20,99.561567
93,14,99.597561
-100,4,99.604943
97,8,99.626803
-104,8,99.648336
-102,6,99.662533
97,8,99.680283
-144,51,99.808983
97,8,99.826704
-101,4,99.837561
87,19,99.884593
-144,51,100.011938
99,6,100.028043
-114,20,100.078801
-103,9,100.102701
-126,33,100.186047
-144,51,100.310204
-102,7,100.326839
94,11,100.353246
-100,4,100.364647
-100,3,100.374266
84,23,100.430331
100,3,100.439483
-144,51,100.566022
-112,19,100.614374
-144,51,100.74
-106,12,100.774695
-125,33,100.855801
81,25,100.917738
-107,12,100.950265
98,8,100.968033
-144,51,101.093657
-104,9,101.117748
-144,51,101.243651
-143,51,101.374207
-104,9,101.394482
-105,9,101.418084
-143,51,101.546267
-144,51,101.677733
-102,6,101.692775
86,20,101.742695
85,22,101.795962
99,4,101.806828
-100,3,101.816177
-121,28,101.883079
-106,11,101.909877
97,8,101.931571
-143,51,102.056712
94,12,102.089732
98,6,102.104108
92,13,102.134371
-101,7,102.154317
92,13,102.183766
-108,12,102.217133
73,32,102.296814
97,8,102.318089
-143,51,102.443174
85,21,102.496252
-144,51,102.621815
99,5,102.634514
60,47,102.756295
-145,51,102.88137
-144,51,103.00292
-108,14,103.039672
-143,51,103.16691
-103,8,103.189754
-136,42,103.290558
90,16,103.329555
-146,51,103.458832
100,4,103.466033
79,28,103.537821
99,7,103.553506
97,7,103.57374
-144,51,103.697823
-142,48,103.820944
87,20,103.872082
-104,10,103.896851
-143,51,104.021381
98,6,104.035999
100,4,104.046832
-102,6,104.061153
90,17,104.10132
-104,10,104.126412
87,18,104.172622
76,30,104.247609
-112,18,104.295927
-100,4,104.30325
-114,21,104.359408
-143,51,104.489695
-135,42,104.592211
97,8,104.61355
-143,51,104.738025
100,4,104.749507
-143,51,104.876276
-100,4,104.88703
97,9,104.909977
-102,8,104.927758
-144,51,105.055718
-105,11,105.086298
-144,51,105.212231
100,3,105.217934
84,21,105.274271
-143,51,105.397113
-143,51,105.528521
-112,19,105.581154
99,5,105.594356
98,9,105.618921
96,9,105.640515
-101,5,105.65469
-114,21,105.713823
90,17,105.754196
96,11,105.779973
-100,5,105.792723
-132,39,105.891127
-106,10,105.914819
94,13,105.9515
99,4,105.958746
96,9,105.988224
-102,7,106.011007
-110,16,106.055134
-143,51,106.194492
-144,51,106.332327
-101,4,106.344763
97,7,106.362707
85,21,106.423271
-108,14,106.458907
95,11,106.494911
98,8,106.517028
-101,6,106.533044
-100,3,106.542801
99,4,106.554186
100,4,106.565658
-144,51,106.708481
-110,16,106.750383
97,8,106.773226
-100,3,106.779016
-145,51,106.919121
-118,23,106.986241
99,6,107.00287
-102,7,107.025573
88,19,107.083592
-101,6,107.105056
-145,51,107.259159
-106,12,107.29489
86,21,107.353124
-106,12,107.390778
98,7,107.410036
-109,14,107.45189
93,14,107.492044
-105,11,107.524275
-106,11,107.555581
-121,27,107.636805
-144,51,107.780738
100,4,107.792826
-115,22,107.855399
-142,49,107.991132
-100,5,108.005573
-101,5,108.021191
-146,51,108.165384
-104,9,108.192895
57,50,108.336313
-126,32,108.442669
-109,14,108.488891
99,6,108.506011
97,8,108.533242
65,41,108.65588
-101,8,108.68216
97,8,108.704086
-116,23,108.792779
98,6,108.809452
69,38,108.953178
-101,5,108.994533
-132,38,109.119882
-144,51,109.306024
94,12,109.33963
-102,7,109.355964
96,9,109.380137
-144,51,109.513232
-144,51,109.657456
-143,51,109.805959
-102,6,109.822098
-114,19,109.880497
-102,8,109.90131
97,8,109.924299
-144,51,110.063549
100,5,110.076279
-101,6,110.091342
-123,30,110.166422
94,11,110.193222
86,20,110.24259
-144,51,110.372583
-103,10,110.398504
96,9,110.418671
-145,51,110.548651
95,9,110.567792
-144,51,110.699507
-105,10,110.722863
99,6,110.736447
100,4,110.747083
-104,9,110.767172
-145,51,110.892148
80,26,110.955191
-144,51,111.083525
-143,51,111.210368
-143,51,111.337207
99,5,111.355515
98,6,111.376502
93,14,111.417303
89,18,111.474095
-144,51,111.640744
-144,51,111.780617
-144,51,111.92437
-124,30,112.016564
97,7,112.033918
-105,11,112.063288
-108,13,112.097868
-144,51,112.224319
-101,4,112.23567
94,12,112.263963
96,9,112.287149
-144,51,112.412363
-124,30,112.487001
95,10,112.512069
93,13,112.546076
95,11,112.572278
98,5,112.584613
-145,51,112.7198
93,12,112.76259
98,7,112.783586
-114,20,112.841267
99,5,112.856779
-122,29,112.935646
-144,51,113.05904
-145,51,113.197937
-117,23,113.2639
-143,50,113.393403
82,24,113.460872
-100,5,113.475396
85,22,113.536028
-143,51,113.664433
99,5,113.677297
-144,51,113.806348
-106,12,113.84006
99,5,113.853802
-103,7,113.870333
93,12,113.902145
98,6,113.916239
97,7,113.932737
-105,10,113.959677
-145,51,114.085527
92,14,114.126228
-104,9,114.15111
60,47,114.279248
-144,51,114.426272
-112,17,114.472651
-100,4,114.485052
63,43,114.595957
94,12,114.629833
100,3,114.635756
94,11,114.672922
96,10,114.701698
-115,21,114.760683
85,22,114.819425
62,44,114.931739
96,9,114.956167
91,14,114.994536
67,39,115.102004
88,17,115.152096
-145,51,115.294324
97,6,115.310174
-133,40,115.421168
-137,42,115.546319
100,5,115.560146
95,11,115.591543
-101,7,115.609765
91,15,115.651587
-100,4,115.664471
93,13,115.700916
-144,51,115.831671
-145,51,115.962202
-100,5,115.978448
99,6,115.995057
-102,6,116.01164
-143,51,116.157837
97,7,116.174818
-144,51,116.308976
85,20,116.361304
96,8,116.382349
-100,3,116.387739
-103,8,116.408908
-103,7,116.424413
96,8,116.446147
-101,6,116.460906
94,13,116.496341
100,4,116.507437
95,11,116.535692
-104,9,116.561682
97,9,116.584501
99,5,116.598445
-143,51,116.744579
95,9,116.764623
-144,51,116.895578
85,22,116.949671
98,6,116.963861
81,24,117.022079
97,7,117.038234
-144,51,117.168436
73,32,117.246508
99,7,117.263387
-115,21,117.319951
100,3,117.325286
-144,51,117.453912
99,4,117.464874
-138,44,117.574572
-144,51,117.700701
84,22,117.758932
91,15,117.798313
89,16,117.840342
97,8,117.858443
63,44,117.973022
-101,6,117.988554
93,12,118.023455
100,4,118.035545
94,12,118.067097
-103,7,118.084386
99,6,118.10449
-101,6,118.119563
78,29,118.193936
99,6,118.208963
68,39,118.306582
98,7,118.32238
98,6,118.336587
-103,6,118.350958
-144,51,118.4843
-144,51,118.610361
89,18,118.655657
-105,10,118.681604
97,8,118.705333
99,6,118.722298
-117,23,118.792239
-102,8,118.814606
96,8,118.839708
93,12,118.874273
-113,19,118.928535
-117,24,118.995116
77,30,119.080933
-102,6,119.09856
95,9,119.127271
92,14,119.168042
75,32,119.257064
-100,4,119.270231
99,4,119.282562
-106,12,119.313509
94,11,119.343489
80,26,119.422991
100,4,119.431321
-145,51,119.562297
-143,51,119.687904
83,24,119.748913
94,11,119.774826
85,22,119.826766
100,5,119.839741
-105,9,119.8649
-105,10,119.890602
-145,51,120.031775
100,3,120.041314
60,47,120.159682
-130,37,120.262159
94,11,120.29355
98,7,120.312522
-108,14,120.352205
90,17,120.394031
97,8,120.418259
91,15,120.458788
-100,3,120.469235
86,21,120.525259
97,8,120.544223
-145,51,120.676118
98,8,120.694249
-101,7,120.717152
-101,5,120.731848
89,16,120.782166
-130,35,120.878871
-145,51,121.016694
-143,51,121.143017
91,15,121.181448
92,14,121.218753
-101,6,121.233283
98,5,121.245752
-144,51,121.392366
-143,51,121.547442
97,7,121.566755
-143,51,121.718332
92,13,121.757159
99,6,121.773437
95,10,121.80164
81,25,121.872276
-145,51,122.023158
-144,51,122.167277
-143,51,122.318014
97,6,122.333725
90,16,122.377544
99,5,122.39202
-111,15,122.433122
95,11,122.461503
99,6,122.476725
-114,21,122.533701
57,49,122.649563
-118,24,122.711159
76,31,122.809237
66,42,122.942611
-144,51,123.086752
94,12,123.132725
-101,6,123.167164
65,42,123.320929
-144,51,123.52172
-108,14,123.563903
-113,19,123.627254
89,18,123.67782
-144,51,123.843047
-144,51,123.985354
91,15,124.027463
89,17,124.075711
98,6,124.093312
94,10,124.121642
95,10,124.147658
-144,51,124.290236
87,20,124.348732
92,14,124.384673
-108,14,124.425769
96,9,124.448786
-109,15,124.488454
99,4,124.500658
89,18,124.548561
94,12,124.585829
96,9,124.612049
93,13,124.646361
-103,7,124.667525
69,38,124.764208
-144,51,124.890469
99,5,124.903193
99,4,124.913965
95,10,124.93939
86,19,124.988248
100,5,125.001128
81,26,125.067271
-103,8,125.090255
79,28,125.159781
99,5,125.172541
91,14,125.211375
-106,12,125.249009
95,10,125.27854
-111,17,125.323932
-117,24,125.391492
87,19,125.448023
-144,51,125.581968
100,5,125.595861
-104,9,125.61944
-102,5,125.634347
-143,51,125.779699
-103,8,125.800559
-144,51,125.938047
-113,20,125.989137
96,8,126.006329
98,8,126.028732
96,9,126.052335
-110,15,126.089618
-103,7,126.106188
-143,51,126.233882
96,9,126.257948
-143,51,126.384903
93,13,126.418194
-143,51,126.547824
99,5,126.5606
-101,6,126.576086
-100,4,126.589809
100,3,126.599805
-133,41,126.719777
-107,13,126.753559
96,7,126.775644
85,22,126.836472
-106,12,126.874361
99,7,126.89256
-101,6,126.90998
-105,12,126.945184
88,19,126.995829
94,12,127.031693
77,30,127.113684
90,16,127.154831
99,6,127.169753
-144,51,127.310103
97,7,127.33479
99,5,127.34879
-106,12,127.383715
-144,51,127.524607
-103,7,127.547161
-145,51,127.701529
-144,51,127.842283
97,10,127.87085
88,17,127.921865
-145,51,128.066352
100,5,128.08016
-144,51,128.2239
-100,4,128.236948
85,21,128.292769
-100,4,128.30493
90,16,128.345852
-145,51,128.485009
-143,51,128.619387
84,23,128.679547
-114,21,128.741145
-128,35,128.838737
-108,14,128.884571
-144,51,129.030313
-106,12,129.066909
97,8,129.085223
99,4,129.098837
98,8,129.130216
-143,51,129.284712
-101,5,129.300549
-105,9,129.329911
92,14,129.372053
-144,51,129.507192
-143,51,129.642251
92,14,129.68219
-129,35,129.783304
-144,51,129.927859
88,17,129.974553
92,14,130.012553
-122,29,130.087355
-112,18,130.160682
88,18,130.212417
-144,51,130.353206
-135,42,130.4748
-102,7,130.492343
96,10,130.52005
98,7,130.538008
-143,51,130.671488
96,8,130.689548
-115,20,130.742146
91,15,130.780474
99,4,130.79187
99,4,130.803883
99,5,130.818542
-106,11,130.848784
100,3,130.861021
99,5,130.875842
100,4,130.884694
86,21,130.949821
-144,51,131.080944
99,4,131.091838
86,21,131.145514
-143,51,131.289638
-143,51,131.42728
-102,6,131.443637
-111,16,131.492494
100,4,131.500228
-144,51,131.643215
-102,8,131.664161
-144,51,131.807046
96,9,131.833405
-145,51,131.971712
-144,51,132.117439
87,20,132.176533
94,13,132.213662
-101,4,132.226976
-111,17,132.276685
97,7,132.299932
79,28,132.380035
99,4,132.393284
-103,7,132.417068
-144,51,132.561926
88,17,132.607426
-126,32,132.698974
-144,51,132.844361
99,4,132.856441
-102,7,132.87412
76,30,132.964532
98,7,132.982453
-143,51,133.126726
98,7,133.144551
92,14,133.181417
-122,28,133.250818
-144,51,133.379911
98,8,133.398317
86,21,133.4502
-143,51,133.582532
57,50,133.709481
-101,6,133.724289
-105,10,133.75178
-101,4,133.764137
-137,44,133.885441
-139,46,134.009648
91,14,134.043284
98,7,134.064789
96,8,134.082218
-109,15,134.126184
63,44,134.253154
89,18,134.305897
98,9,134.333075
81,27,134.407172
76,31,134.495669
92,14,134.538593
100,4,134.550277
-115,21,134.608118
-102,7,134.626277
83,24,134.698779
-143,51,134.84009
67,40,134.949527
-144,51,135.093317
91,16,135.132992
-101,6,135.147743
99,6,135.162799
-105,12,135.196139
-108,15,135.235307
65,42,135.340665
-112,17,135.382908
69,37,135.484803
92,13,135.516905
-102,6,135.535886
99,4,135.542978
-101,5,135.555993
99,5,135.570001
93,13,135.606008
-110,16,135.649757
82,25,135.720892
-101,6,135.737433
94,12,135.773474
94,11,135.803929
97,8,135.827837
-31,39,135.93869
-144,51,136.088334
93,13,136.122574
99,5,136.136664
-101,4,136.149372
-143,51,136.30237
-114,19,136.356919
-101,7,136.375603
-109,14,136.41525
-112,17,136.466258
98,6,136.482537
-111,17,136.52819
96,10,136.554994
99,6,136.570081
97,8,136.59381
94,12,136.629072
99,5,136.645048
95,10,136.675242
-103,7,136.697031
-145,51,136.830984
-144,51,136.959926
100,3,136.969423
100,4,136.980583
-100,5,136.994023
-100,4,137.001303
87,20,137.052234
99,5,137.06543
100,4,137.076553
98,7,137.096235
-132,39,137.191653
96,10,137.216574
71,36,137.313839
100,5,137.326789
94,11,137.358483
-100,5,137.374432
-105,10,137.406011
-118,24,137.480543
99,6,137.497122
99,4,137.509374
-100,2,137.513684
-143,51,137.656074
-114,20,137.713523
-103,9,137.740367
-145,51,137.878444
89,18,137.92577
-107,13,137.957958
98,7,137.978523
-143,51,138.107329
98,7,138.125196
-107,13,138.160016
98,6,138.17484
89,17,138.219021
-103,8,138.266695
-144,51,138.39718
93,13,138.431912
95,10,138.457214
-126,32,138.535365
-102,6,138.55439
-102,7,138.571197
-107,12,138.600357
-113,18,138.646224
-110,14,138.681062
100,3,138.686226
87,20,138.739581
-144,51,138.87313
100,3,138.892136
100,3,138.907768
-122,29,138.981734
100,5,138.994165
-144,51,139.118448
93,13,139.149135
58,49,139.26996
98,8,139.29196
79,28,139.363843
-145,51,139.537088
100,3,139.54445
97,8,139.569311
-144,51,139.713558
-143,51,139.857949
88,18,139.912015
95,10,139.941919
98,6,139.958317
96,10,139.984918
-100,5,139.998662
96,9,140.022384
75,32,140.099465
-103,6,140.113585
-137,43,140.237691
-107,14,140.331798
94,12,140.366395
-146,51,140.517025
97,7,140.539171
100,4,140.551409
-100,4,140.560834
86,20,140.618989
100,4,140.630604
-108,14,140.670955
97,9,140.701338
96,10,140.736762
98,6,140.755795
-144,51,140.890252
-117,24,140.956344
97,9,140.980489
100,3,140.986179
96,9,141.011637
-116,21,141.072629
99,5,141.088289
-111,16,141.137482
99,6,141.154995
-110,15,141.202154
90,15,141.247728
100,3,141.254591
91,15,141.297173
-143,51,141.434454
-144,51,141.562174
-101,6,141.577393
-100,4,141.588917
-144,51,141.734417
-103,9,141.760725
98,8,141.780852
64,43,141.905652
80,27,141.977436
97,7,141.998117
-140,47,142.134016
98,6,142.150804
98,7,142.174645
97,6,142.190417
-144,51,142.335268
92,14,142.374201
-116,22,142.432484
98,8,142.456966
98,5,142.470495
-103,7,142.489413
96,8,142.512764
78,28,142.586681
-144,51,142.7172
99,6,142.732116
98,6,142.747987
-144,51,142.880156
95,11,142.91358
-146,51,143.043372
97,8,143.06262
-116,23,143.125212
-140,48,143.249543
100,5,143.262629
-108,14,143.295197
98,7,143.315253
99,4,143.326164
100,3,143.331286
90,16,143.371431
-109,15,143.410023
-144,51,143.539251
99,4,143.546497
-145,51,143.676339
-143,51,143.800911
-113,19,143.851265
-145,51,143.978844
-143,51,144.103071
68,39,144.202388
74,34,144.285639
-120,28,144.354804
97,8,144.376194
99,7,144.392545
-110,16,144.431557
99,4,144.442029
-106,11,144.46786
88,18,144.514095
92,14,144.550321
-102,8,144.568208
98,6,144.58594
95,9,144.605707
96,10,144.631304
-101,8,144.653047
69,38,144.748176
-144,51,144.876221
89,18,144.921367
96,10,144.947281
-101,5,144.961212
-110,15,144.999515
-144,51,145.129521
94,10,145.154654
92,14,145.186935
97,8,145.208397
99,4,145.219388
-129,35,145.305115
-124,30,145.381708
-143,51,145.504812
-101,4,145.516162
-104,9,145.53997
-143,51,145.669641
-104,8,145.688181
97,9,145.711759
-117,23,145.770803
-100,2,145.774435
94,12,145.807157
-106,11,145.834175
-103,7,145.850796
99,5,145.863707
100,3,145.872886
98,7,145.888868
75,33,145.975036
-143,51,146.101531
-145,51,146.224993
-100,5,146.237867
-109,13,146.272491
-103,9,146.295462
85,22,146.349116
-100,4,146.36034
100,5,146.372861
96,10,146.397937
86,21,146.45015
96,9,146.473171
-113,19,146.521242
-143,51,146.646289
66,42,146.749971
-144,51,146.875705
99,4,146.886844
-100,4,146.898081
-112,18,146.944013
-133,40,147.041274
-144,51,147.16727
